end_thanks.stopped,finish_train.started,instructions.stopped,mouse_random.midButton,trials.thisIndex,mouse_random.time,mouse_random.corr,surprise_relavent_mouse.rightButton,trials.ran,conf_mouse.leftButton,conf_mouse_irrellevant.midButton,__session,train_mouse.time,mouse_random.leftButton,surprise.started,trial.stopped,trials.thisN,surprise_irrelavent_mouse.leftButton,training.thisIndex,flower_color,train_mouse.clicked_name,train_mouse.leftButton,conf_mouse_irrellevant.x,training.thisRepN,surprise_relavent_mouse.leftButton,conf_mouse.y,surprise_relavent_mouse.clicked_name,trial_mouse.time,prolific_id,surprise_loop.thisRepN,train_mouse.corr,conf_mouse.clicked_name,surprise_relavent_mouse.x,train_mouse.y,surprise_irrelavent_mouse.x,psychopyVersion,done_read_finish_train.duration,surprise_relavent,conf_mouse_irrellevant.clicked_name,__datetime,surprise.stopped,surprise_irrelavent_mouse.midButton,end_thanks.started,date,surprise_irrelavent_mouse.corr,surprise_relavent_mouse.time,response_box_trial.stopped,surprise_relavent_mouse.y,surprise_loop.thisTrialN,pot_image_file,trials.thisRepN,trials.thisTrialN,train.stopped,surprise_loop.thisN,mouse_random.clicked_name,vase_color,done_read_finish_train.rt,confidence_question.started,train.started,wrong_answer_train.stopped,training.thisN,response_box_relavent_surprise.stopped,training.order,trial_mouse.clicked_name,surprise_irrelavent_mouse.rightButton,trial_mouse.midButton,pot_duration,trial_mouse.leftButton,surprise_loop.thisIndex,relevent,trial.started,wrong_answer_train.started,confidence_in_irrelavent.stopped,conf_mouse_irrellevant.y,responce_box_train.started,response_box_surprise.stopped,instructions.started,surprise_relavent_mouse.corr,participant,train_mouse.rightButton,responce_box_train.stopped,surprise_relavent_mouse.midButton,training.ran,expName,OS,confidence_question.stopped,trial_mouse.rightButton,surprise_irrelavent_mouse.y,trial_mouse.y,conf_mouse.time,random_task.started,response_box_surprise.started,__experimentName,conf_mouse.midButton,train_mouse.midButton,surprise_irrelavent_mouse.clicked_name,relevent_train,relevant_object,frameRate,conf_mouse.rightButton,conf_mouse_irrellevant.leftButton,__participant,trial_mouse.corr,language,surprise_loop.ran,train_mouse.x,irrelevent_surprise,done_read_finish_train.keys,conf_mouse.x,surprise_irrelavent_mouse.time,trial_mouse.x,response_box_relavent_surprise.started,training.thisTrialN,confidence_in_irrelavent.started,mouse_random.y,finish_train.stopped,conf_mouse_irrellevant.time,random_task.stopped,response_box_trial.started,mouse_random.x,mouse_random.rightButton,conf_mouse_irrellevant.rightButton
﻿,,,[],2,[],[],,1,[],,SESSION,,[],,146.252,35,,,green,,,,,,[],,[0.6310000000000002],5c7ceda01d2afc0001f4ad1d,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_14h03.35.558,,,,2025-04-09_14h04.25.152,,,146.885,,,resources/pots/green_deepblue.jpg,0,35,,,[],deepblue,,146.886,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,144.254,,,,,,,,853495,,,,,test3103025,MacIntel,146.886,[0],,[-105],[],146.252,,test,[],,,poly_3_train,vase,56.81818182,[],,853495,[1],English,,,poly_3_surprise,,[],,[288],,,,[],,,146.252,146.253,[],[],
﻿,,,[],1,[],[],,1,[],,SESSION,,[],,148.887,36,,,lightblue,,,,,,[],,[0.7479999999999905],5c7ceda01d2afc0001f4ad1d,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_14h03.35.558,,,,2025-04-09_14h04.25.152,,,149.636,,,resources/pots/lightblue_orange.jpg,0,36,,,[],orange,,149.636,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,146.887,,,,,,,,853495,,,,,test3103025,MacIntel,149.636,[0],,[-81],[],148.887,,test,[],,,poly_0_train,vase,56.81818182,[],,853495,[1],English,,,poly_0_surprise,,[],,[-289.5],,,,[],,,148.887,148.888,[],[],
﻿,,,[],12,[],[],,1,[],,SESSION,,[],,151.636,37,,,yellow,,,,,,[],,[0.5480000000000018],5c7ceda01d2afc0001f4ad1d,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_14h03.35.558,,,,2025-04-09_14h04.25.152,,,152.185,,,resources/pots/yellow_orange.jpg,0,37,,,[],orange,,152.185,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,149.637,,,,,,,,853495,,,,,test3103025,MacIntel,152.185,[0],,[-123],[],151.636,,test,[],,,poly_0_train,vase,56.81818182,[],,853495,[1],English,,,poly_0_surprise,,[],,[-277.5],,,,[],,,151.636,151.637,[],[],
﻿,,,[],38,[],[],,1,[1],,SESSION,,[],,154.186,38,,,green,,,,,,[-98.5],,[0.5319999999999823],5c7ceda01d2afc0001f4ad1d,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_14h03.35.558,,,,2025-04-09_14h04.25.152,,,154.72,,,resources/pots/green_purple.jpg,0,38,,,[],purple,,154.721,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,152.187,,,,,,,,853495,,,,,test3103025,MacIntel,155.803,[0],,[-93.5],[1.0819999999999936],154.187,,test,[0],,,poly_2_train,vase,56.81818182,[0],,853495,[1],English,,,poly_2_surprise,,[-104.5],,[106],,,,[],,,154.187,154.188,[],[],
﻿,,,[],18,[],[],,1,[],,SESSION,,[],,157.802,39,,,red,,,,,,[],,[0.599000000000018],5c7ceda01d2afc0001f4ad1d,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_14h03.35.558,,,,2025-04-09_14h04.25.152,,,158.403,,,resources/pots/red_purple.jpg,0,39,,,[],purple,,158.403,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,155.805,,,,,,,,853495,,,,,test3103025,MacIntel,158.403,[0],,[-111.5],[],157.802,,test,[],,,poly_2_train,vase,56.81818182,[],,853495,[1],English,,,poly_2_surprise,,[],,[121],,,,[],,,157.802,157.803,[],[],
﻿,,,[],20,[],[],,1,[],,SESSION,,[],,160.403,40,,,lightblue,,,,,,[],,[0.4480000000000075],5c7ceda01d2afc0001f4ad1d,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_14h03.35.558,,,,2025-04-09_14h04.25.152,,,160.852,,,resources/pots/lightblue_green.jpg,0,40,,,[],green,,160.852,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,158.403,,,,,,,,853495,,,,,test3103025,MacIntel,160.853,[0],,[-116.5],[],160.403,,test,[],,,poly_1_train,vase,56.81818182,[],,853495,[1],English,,,poly_1_surprise,,[],,[-105.5],,,,[],,,160.404,160.404,[],[],
﻿,,,[],22,[],[],,1,[],,SESSION,,[],,162.852,41,,,yellow,,,,,,[],,[0.5319999999999823],5c7ceda01d2afc0001f4ad1d,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_14h03.35.558,,,,2025-04-09_14h04.25.152,,,163.386,,,resources/pots/yellow_orange.jpg,0,41,,,[],orange,,163.386,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,160.854,,,,,,,,853495,,,,,test3103025,MacIntel,163.386,[0],,[-127.5],[],162.852,,test,[],,,poly_0_train,vase,56.81818182,[],,853495,[1],English,,,poly_0_surprise,,[],,[-276],,,,[],,,162.852,162.854,[],[],
﻿,,,,,,,[0],,,[0],SESSION,,,163.405,,,[1],,green,,,[-287],,[1],,"[""poly_2_surprise_relavent"",""poly_2_surprise_relavent""]",,5c7ceda01d2afc0001f4ad1d,0,,,[93.5],,[108.5],2024.2.4,,poly_3_surprise_relavent,"[""Guess"",""Guess""]",2025-04-09_14h03.35.558,165.403,[0],,2025-04-09_14h04.25.152,[0],[4.114000000000004],,[-99],0,resources/pots/green_deepblue.jpg,,,,0,,deepblue,,,,,,179.67,,,[0],,1,,2,poly_3,,,186.806,[-112],,175.553,,[0],853495,,,[0],,test3103025,MacIntel,,,[-101],,,,165.404,test,,,"[""poly_2_surprise"",""poly_2_surprise""]",poly_3_train,flower,56.81818182,,[1],853495,,English,1,,poly_3_surprise,,,[10.149000000000001],,175.553,,179.67,,,[7.13300000000001],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,186.809,,,[1],,yellow,,,[-106],,[1],,"[""poly_0_surprise_relavent"",""poly_0_surprise_relavent""]",,5c7ceda01d2afc0001f4ad1d,0,,,[-277.5],,[-85.5],2024.2.4,,poly_1_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_14h03.35.558,188.802,[0],,2025-04-09_14h04.25.152,[1],[2.765000000000015],,[-116],1,resources/pots/yellow_green.jpg,,,,1,,green,,,,,,193.253,,,[0],,1,,0,poly_1,,,195.136,[-108.5],,190.487,,[0],853495,,,[0],,test3103025,MacIntel,,,[-108.5],,,,188.804,test,,,"[""poly_1_surprise"",""poly_1_surprise""]",poly_1_train,flower,56.81818182,,[1],853495,,English,1,,poly_1_surprise,,,[1.6829999999999927],,190.488,,193.253,,,[1.8819999999999766],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,195.138,,,[1],,red,,,[-98.5],,[1],,"[""poly_1_surprise_relavent"",""poly_1_surprise_relavent""]",,5c7ceda01d2afc0001f4ad1d,0,,,[-104.5],,[-307],2024.2.4,,poly_1_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_14h03.35.558,197.135,[0],,2025-04-09_14h04.25.152,[1],[1.399000000000001],,[-101.5],2,resources/pots/red_green.jpg,,,,2,,green,,,,,,200.035,,,[0],,1,,3,poly_0,,,201.318,[-109],,198.635,,[1],853495,,,[0],,test3103025,MacIntel,,,[-89.5],,,,197.138,test,,,"[""poly_0_surprise"",""poly_0_surprise""]",poly_0_train,flower,56.81818182,,[1],853495,,English,1,,poly_0_surprise,,,[1.497000000000014],,198.636,,200.035,,,[1.2830000000000155],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,201.319,,,[1],,red,,,[-72.5],,[1],,"[""poly_3_surprise_relavent"",""poly_3_surprise_relavent""]",,5c7ceda01d2afc0001f4ad1d,0,,,[299.5],,[-263],2024.2.4,,poly_3_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_14h03.35.558,203.319,[0],,2025-04-09_14h04.25.152,[1],[1.4159999999999684],,[-107.5],3,resources/pots/red_deepblue.jpg,,,,3,,deepblue,,,,,,206.402,,,[0],,1,,1,poly_0,,,208.202,[-102.5],,204.986,,[1],853495,,,[0],,test3103025,MacIntel,,,[-99],,,,203.32,test,,,"[""poly_0_surprise"",""poly_0_surprise""]",poly_0_train,flower,56.81818182,,[1],853495,,English,1,,poly_0_surprise,,,[1.6659999999999968],,204.986,,206.402,,,[1.8000000000000114],,,,,[0]
﻿211.118,,,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,,,,,,,2024.2.4,,,,2025-04-09_14h03.35.558,,,208.203,2025-04-09_14h04.25.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853495,,,,,test3103025,MacIntel,,,,,,,,test,,,,,,56.81818182,,,853495,,English,,,,,,,,,,,,,,,,,,
﻿,,8.727,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,63d7a4d2ac703039f14c66dd,,,,,,,2024.2.4,,,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,938031,,,,,test3103025,Win32,,,,,,,,test,,,,,,60.24096386,,,938031,,English,,,,,,,,,,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[1.0315000000000012],,,,,,7,red,"[""poly_3_train"",""poly_3_train""]",[1],,0,,,,,63d7a4d2ac703039f14c66dd,,[1],,,[-83.33334350585938],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/red_deepblue.jpg,,,10.7388,,,deepblue,,,8.7495,11.7753,0,,,,,,1,,,poly_3,,11.7745,,,10.7392,,,,938031,[0],11.7738,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_3_train,vase,60.24096386,,,938031,,English,,[278],poly_3_surprise,,,,,,0,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.9162000000029877],,,,,,0,green,"[""poly_3_train"",""poly_3_train""]",[1],,0,,,,,63d7a4d2ac703039f14c66dd,,[1],,,[-103.33334350585938],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/green_deepblue.jpg,,,13.7703,,,deepblue,,,11.7762,14.6869,1,,,,,,1,,,poly_3,,14.6868,,,13.7704,,,,938031,[0],14.6866,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_3_train,vase,60.24096386,,,938031,,English,,[286.66668701171875],poly_3_surprise,,,,,,1,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.9997999999970233],,,,,,9,yellow,"[""poly_0_train"",""poly_0_train""]",[1],,0,,,,,63d7a4d2ac703039f14c66dd,,[1],,,[-112.66668701171875],,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/yellow_orange.jpg,,,16.685,,,orange,,,14.6872,17.6854,2,,,,,,1,,,poly_0,,17.6852,,,16.685,,,,938031,[0],17.685,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_0_train,vase,60.24096386,,,938031,,English,,[-270],poly_0_surprise,,,,,,2,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.716099999997752],,,,,,4,yellow,"[""poly_3_train"",""poly_3_train""]",[1],,0,,,,,63d7a4d2ac703039f14c66dd,,[1],,,[-88.66668701171875],,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/yellow_deepblue.jpg,,,19.6837,,,deepblue,,,17.6862,20.4006,3,,,,,,1,,,poly_3,,20.4005,,,19.684,,,,938031,[0],20.4002,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_3_train,vase,60.24096386,,,938031,,English,,[298.66668701171875],poly_3_surprise,,,,,,3,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,3,lightblue,[],[],,0,,,,,63d7a4d2ac703039f14c66dd,,[],,,[],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/lightblue_purple.jpg,,,20.4014,,,purple,,,20.4014,20.402,4,,,,,,1,,,poly_2,,20.4019,,,20.4016,,,,938031,[],20.4018,,1,test3103025,Win32,,,,,,,,test,,[],,poly_2_train,vase,60.24096386,,,938031,,English,,[],poly_2_surprise,,,,,,4,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,5,yellow,[],[],,0,,,,,63d7a4d2ac703039f14c66dd,,[],,,[],,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/yellow_deepblue.jpg,,,20.4026,,,deepblue,,,20.4025,20.403,5,,,,,,1,,,poly_3,,20.403,,,20.4027,,,,938031,[],20.4028,,1,test3103025,Win32,,,,,,,,test,,[],,poly_3_train,vase,60.24096386,,,938031,,English,,[],poly_3_surprise,,,,,,5,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,1,yellow,[],[],,0,,,,,63d7a4d2ac703039f14c66dd,,[],,,[],,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/yellow_deepblue.jpg,,,20.4035,,,deepblue,,,20.4034,20.404,6,,,,,,1,,,poly_3,,20.4039,,,20.4037,,,,938031,[],20.4038,,1,test3103025,Win32,,,,,,,,test,,[],,poly_3_train,vase,60.24096386,,,938031,,English,,[],poly_3_surprise,,,,,,6,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,8,green,[],[],,0,,,,,63d7a4d2ac703039f14c66dd,,[],,,[],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/green_purple.jpg,,,20.4046,,,purple,,,20.4044,20.4049,7,,,,,,1,,,poly_2,,20.4048,,,20.4047,,,,938031,[],20.4047,,1,test3103025,Win32,,,,,,,,test,,[],,poly_2_train,vase,60.24096386,,,938031,,English,,[],poly_2_surprise,,,,,,7,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,2,red,[],[],,0,,,,,63d7a4d2ac703039f14c66dd,,[],,,[],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/red_purple.jpg,,,20.4055,,,purple,,,20.4055,20.4059,8,,,,,,1,,,poly_2,,20.4059,,,20.4058,,,,938031,[],20.4058,,1,test3103025,Win32,,,,,,,,test,,[],,poly_2_train,vase,60.24096386,,,938031,,English,,[],poly_2_surprise,,,,,,8,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,6,lightblue,[],[],,0,,,,,63d7a4d2ac703039f14c66dd,,[],,,[],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,resources/pots/lightblue_purple.jpg,,,20.4064,,,purple,,,20.4063,20.4066,9,,,,,,1,,,poly_2,,20.4065,,,20.4064,,,,938031,[],20.4065,,1,test3103025,Win32,,,,,,,,test,,[],,poly_2_train,vase,60.24096386,,,938031,,English,,[],poly_2_surprise,,,,,,9,,,,,,,,,
﻿,20.4069,,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,63d7a4d2ac703039f14c66dd,,,,,,,2024.2.4,,,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,,,,,,,,,,,4.2896,,,,,,,,,,,,,,,,,,,,,,938031,,,,,test3103025,Win32,,,,,,,,test,,,,,,60.24096386,,,938031,,English,,,,space,,,,,,,,24.7314,,,,,,
﻿,,,[],4,[],[],,1,[1],,SESSION,,[],,26.7476,0,,,yellow,,,,,,[-108],,[0.7110999999977565],63d7a4d2ac703039f14c66dd,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,27.4638,,,resources/pots/yellow_deepblue.jpg,0,0,,,[],deepblue,,27.4641,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,24.7479,,,,,,,,938031,,,,,test3103025,Win32,33.8265,[0],,[-106],[6.361099999997762],26.748,,test,[0],,,poly_3_train,vase,60.24096386,[0],,938031,[1],English,,,poly_3_surprise,,[-104],,[272],,,,[],,,26.7492,26.7496,[],[],
﻿,,,[],12,[],[],,1,[],,SESSION,,[],,35.825,1,,,yellow,,,,,,[],,[0.633499999999998],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,36.459,,,resources/pots/yellow_green.jpg,0,1,,,[],green,,36.4591,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,33.8272,,,,,,,,938031,,,,,test3103025,Win32,36.4593,[0],,[-107.33334350585938],[],35.825,,test,[],,,poly_1_train,vase,60.24096386,[],,938031,[1],English,,,poly_1_surprise,,[],,[-81.33331298828125],,,,[],,,35.8251,35.8253,[],[],
﻿,,,[],37,[],[],,1,[],,SESSION,,[],,38.4568,2,,,green,,,,,,[],,[0.7496999999992511],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,39.2067,,,resources/pots/green_purple.jpg,0,2,,,[],purple,,39.2067,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,36.4601,,,,,,,,938031,,,,,test3103025,Win32,39.2068,[0],,[-106.66668701171875],[],38.4568,,test,[],,,poly_2_train,vase,60.24096386,[],,938031,[1],English,,,poly_2_surprise,,[],,[84.66668701171875],,,,[],,,38.4569,38.457,[],[],
﻿,,,[],39,[],[],,1,[],,SESSION,,[],,41.2055,3,,,yellow,,,,,,[],,[0.6491000000014822],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,41.8551,,,resources/pots/yellow_deepblue.jpg,0,3,,,[],deepblue,,41.8552,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,39.2071,,,,,,,,938031,,,,,test3103025,Win32,41.8553,[0],,[-90],[],41.2056,,test,[],,,poly_3_train,vase,60.24096386,[],,938031,[1],English,,,poly_3_surprise,,[],,[282.66668701171875],,,,[],,,41.2057,41.2059,[],[],
﻿,,,[],41,[],[],,1,[1],,SESSION,,[],,43.854,4,,,lightblue,,,,,,[-106],,[0.5493999999984993],63d7a4d2ac703039f14c66dd,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,44.4037,,,resources/pots/lightblue_purple.jpg,0,4,,,[],purple,,44.4038,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,41.856,,,,,,,,938031,,,,,test3103025,Win32,47.4019,[0],,[-103.33334350585938],[2.9979000000022467],43.854,,test,[0],,,poly_2_train,vase,60.24096386,[0],,938031,[1],English,,,poly_2_surprise,,[-86],,[76],,,,[],,,43.8541,43.8542,[],[],
﻿,,,[],40,[],[],,1,[],,SESSION,,[],,49.4007,5,,,green,,,,,,[],,[0.8993000000007498],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,50.3006,,,resources/pots/green_orange.jpg,0,5,,,[],orange,,50.3006,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,47.4026,,,,,,,,938031,,,,,test3103025,Win32,50.3009,[0],,[-108],[],49.4008,,test,[],,,poly_0_train,vase,60.24096386,[],,938031,[1],English,,,poly_0_surprise,,[],,[-264],,,,[],,,49.4009,49.4011,[],[],
﻿,,,[],7,[],[],,1,[],,SESSION,,[],,52.2995,6,,,red,,,,,,[],,[0.6658000000007434],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,52.9658,,,resources/pots/red_deepblue.jpg,0,6,,,[],deepblue,,52.9658,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,50.3014,,,,,,,,938031,,,,,test3103025,Win32,52.966,[0],,[-114],[],52.2995,,test,[],,,poly_3_train,vase,60.24096386,[],,938031,[1],English,,,poly_3_surprise,,[],,[299.3333740234375],,,,[],,,52.2997,52.2998,[],[],
﻿,,,[],30,[],[],,1,[1],,SESSION,,[],,54.9645,7,,,green,,,,,,[-105.33334350585938],,[0.4151999999992597],63d7a4d2ac703039f14c66dd,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,55.3811,,,resources/pots/green_deepblue.jpg,0,7,,,[],deepblue,,55.3812,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,52.9667,,,,,,,,938031,,,,,test3103025,Win32,56.4971,[0],,[-123.33334350585938],[1.115699999999265],54.9646,,test,[0],,,poly_3_train,vase,60.24096386,[0],,938031,[1],English,,,poly_3_surprise,,[-102.6666259765625],,[314.66668701171875],,,,[],,,54.9655,54.9657,[],[],
﻿,,,[],6,[],[],,1,[],,SESSION,,[],,58.4957,8,,,lightblue,,,,,,[],,[0.565899999998507],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,59.062,,,resources/pots/lightblue_purple.jpg,0,8,,,[],purple,,59.0621,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,56.4977,,,,,,,,938031,,,,,test3103025,Win32,59.0623,[0],,[-112],[],58.4958,,test,[],,,poly_2_train,vase,60.24096386,[],,938031,[1],English,,,poly_2_surprise,,[],,[84],,,,[],,,58.4959,58.496,[],[],
﻿,,,[],21,[],[],,1,[],,SESSION,,[],,61.0621,9,,,yellow,,,,,,[],,[0.5156999999992564],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,61.5782,,,resources/pots/yellow_green.jpg,0,9,,,[],green,,61.5782,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,59.0629,,,,,,,,938031,,,,,test3103025,Win32,61.5783,[0],,[-118.66668701171875],[],61.0622,,test,[],,,poly_1_train,vase,60.24096386,[],,938031,[1],English,,,poly_1_surprise,,[],,[-72],,,,[],,,61.0623,61.0625,[],[],
﻿,,,[],36,[],[],,1,[],,SESSION,,[],,63.5764,10,,,lightblue,,,,,,[],,[0.8321999999992613],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,64.409,,,resources/pots/lightblue_purple.jpg,0,10,,,[],purple,,64.409,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,61.5786,,,,,,,,938031,,,,,test3103025,Win32,64.4091,[0],,[-108],[],63.5764,,test,[],,,poly_2_train,vase,60.24096386,[],,938031,[1],English,,,poly_2_surprise,,[],,[77.3333740234375],,,,[],,,63.5765,63.5767,[],[],
﻿,,,[],31,[],[],,1,[],,SESSION,,[],,66.4078,11,,,green,,,,,,[],,[0.7496000000014789],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,67.1577,,,resources/pots/green_orange.jpg,0,11,,,[],orange,,67.1577,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,64.4094,,,,,,,,938031,,,,,test3103025,Win32,67.1579,[0],,[-102.66668701171875],[],66.4079,,test,[],,,poly_0_train,vase,60.24096386,[],,938031,[1],English,,,poly_0_surprise,,[],,[-266.6666564941406],,,,[],,,66.4079,66.4079,[],[],
﻿,,,[],24,[],[],,1,[],,SESSION,,[],,69.1567,12,,,red,,,,,,[],,[0.7653999999985075],63d7a4d2ac703039f14c66dd,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_23h06.45.114,,,,2025-04-09_23h07.27.028,,,69.9227,,,resources/pots/red_deepblue.jpg,0,12,,,[],deepblue,,69.9227,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,67.1582,,,,,,,,938031,,,,,test3103025,Win32,69.9227,[0],,[-117.33334350585938],[],69.1567,,test,[],,,poly_3_train,vase,60.24096386,[],,938031,[1],English,,,poly_3_surprise,,[],,[271.3333740234375],,,,[],,,69.1568,69.157,[],[],
